Sequence Name;Sequence Description;Annotation GO ID;Annotation GO Term;Annotation GO Category;InterPro Accession;InterPro Name
MA_10432652g0010;Callose synthase 10;GO:0000148|GO:0003843|GO:0005982|GO:0005985|GO:0006075;1,3-beta-D-glucan synthase complex|1,3-beta-D-glucan synthase activity|starch metabolic process|sucrose metabolic process|(1->3)-beta-D-glucan biosynthetic process;Cellular Component|Molecular Function|Biological Process|Biological Process|Biological Process;IPR003440|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR;Glycosyl transferase, family 48|Glycosyl transferase, family 48|Glycosyl transferase, family 48|Glycosyl transferase, family 48|Glycosyl transferase, family 48|Glycosyl transferase, family 48|Glycosyl transferase, family 48|Glycosyl transferase, family 48|Glycosyl transferase, family 48|Glycosyl transferase, family 48|Glycosyl transferase, family 48|Glycosyl transferase, family 48|Glycosyl transferase, family 48|Glycosyl transferase, family 48|Glycosyl transferase, family 48|Glycosyl transferase, family 48|Glycosyl transferase, family 48|Glycosyl transferase, family 48
MA_10433213g0010;arabinosyltransferase XEG113 isoform X2;GO:0005768|GO:0005802|GO:0006486|GO:0016021|GO:0052325|GO:0052636|GO:0080147;endosome|trans-Golgi network|protein glycosylation|integral component of membrane|cell wall pectin biosynthetic process|arabinosyltransferase activity|root hair cell development;Cellular Component|Cellular Component|Biological Process|Cellular Component|Biological Process|Molecular Function|Biological Process;IPR005069|noIPR|noIPR;Nucleotide-diphospho-sugar transferase|Nucleotide-diphospho-sugar transferase|Nucleotide-diphospho-sugar transferase
MA_10433629g0010;subtilisin-like protease;GO:0004252|GO:0006508;serine-type endopeptidase activity|proteolysis;Molecular Function|Biological Process;IPR015500|IPR036852|IPR037045|IPR036852|IPR010259|IPR000209|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|IPR023828|IPR023828|noIPR|noIPR|IPR036852|IPR036852;Peptidase S8, subtilisin-related|Peptidase S8/S53 domain superfamily|Peptidase S8 propeptide/proteinase inhibitor I9 superfamily|Peptidase S8/S53 domain superfamily|Peptidase S8 propeptide/proteinase inhibitor I9|Peptidase S8/S53 domain|Peptidase S8/S53 domain|Peptidase S8/S53 domain|Peptidase S8/S53 domain|Peptidase S8/S53 domain|Peptidase S8/S53 domain|Peptidase S8/S53 domain|Peptidase S8/S53 domain|Peptidase S8/S53 domain|Peptidase S8, subtilisin, Ser-active site|Peptidase S8, subtilisin, Ser-active site|Peptidase S8, subtilisin, Ser-active site|Peptidase S8, subtilisin, Ser-active site|Peptidase S8/S53 domain superfamily|Peptidase S8/S53 domain superfamily
MA_10433895g0010;arabinosyltransferase XEG113;GO:0016021;integral component of membrane;Cellular Component;noIPR|noIPR;null|null
MA_10434432g0010;homocysteine S-methyltransferase 2-like isoform X2;GO:0005737|GO:0006544|GO:0006563|GO:0006566|GO:0008270|GO:0009086|GO:0032259|GO:0047150;cytoplasm|glycine metabolic process|L-serine metabolic process|threonine metabolic process|zinc ion binding|methionine biosynthetic process|methylation|betaine-homocysteine S-methyltransferase activity;Cellular Component|Biological Process|Biological Process|Biological Process|Molecular Function|Biological Process|Biological Process|Molecular Function;IPR036589|IPR003726|IPR036589;Homocysteine-binding domain superfamily|Homocysteine-binding domain|Homocysteine-binding domain superfamily
MA_10435338g0010;probable E3 ubiquitin- ligase BAH1-like;GO:0005634|GO:0008270|GO:0016567|GO:0043161|GO:0061630;nucleus|zinc ion binding|protein ubiquitination|proteasome-mediated ubiquitin-dependent protein catabolic process|ubiquitin protein ligase activity;Cellular Component|Molecular Function|Biological Process|Biological Process|Molecular Function;IPR001841|IPR027370|IPR013083|noIPR|IPR033326|IPR017907|IPR004331|IPR001841|noIPR|noIPR;Zinc finger, RING-type|RING-type zinc-finger, LisH dimerisation motif|Zinc finger, RING/FYVE/PHD-type|Zinc finger, RING/FYVE/PHD-type|E3 ubiquitin-protein ligase BAH1|Zinc finger, RING-type, conserved site|SPX domain|Zinc finger, RING-type|Zinc finger, RING-type|Zinc finger, RING-type
MA_10435612g0010;transcription factor MYB34-like;GO:0003677;DNA binding;Molecular Function;IPR001005|noIPR|IPR001005|noIPR|noIPR|noIPR|noIPR|IPR017930|IPR017930|IPR001005|IPR001005|IPR009057;SANT/Myb domain|SANT/Myb domain|SANT/Myb domain|SANT/Myb domain|SANT/Myb domain|SANT/Myb domain|SANT/Myb domain|Myb domain|Myb domain|SANT/Myb domain|SANT/Myb domain|Homeobox-like domain superfamily
MA_10435923g0010;2-alkenal reductase (NADP(+)-dependent)-like;GO:0055114;oxidation-reduction process;Biological Process;noIPR|IPR013149|noIPR|noIPR|noIPR|noIPR|noIPR|IPR036291;null|Alcohol dehydrogenase, C-terminal|Alcohol dehydrogenase, C-terminal|Alcohol dehydrogenase, C-terminal|Alcohol dehydrogenase, C-terminal|Alcohol dehydrogenase, C-terminal|Alcohol dehydrogenase, C-terminal|NAD(P)-binding domain superfamily
MA_10436210g0020;STICHEL;GO:0003887|GO:0005524|GO:0006260|GO:0009360;DNA-directed DNA polymerase activity|ATP binding|DNA replication|DNA polymerase III complex;Molecular Function|Molecular Function|Biological Process|Cellular Component;IPR003593|IPR012763|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|IPR027417;AAA+ ATPase domain|DNA polymerase III, subunit gamma/ tau|DNA polymerase III, subunit gamma/ tau|DNA polymerase III, subunit gamma/ tau|DNA polymerase III, subunit gamma/ tau|DNA polymerase III, subunit gamma/ tau|DNA polymerase III, subunit gamma/ tau|DNA polymerase III, subunit gamma/ tau|P-loop containing nucleoside triphosphate hydrolase
MA_10436275g0010;kinesin KIN-14C;GO:0003777|GO:0005524|GO:0005874|GO:0007018|GO:0008017|GO:0045298;microtubule motor activity|ATP binding|microtubule|microtubule-based movement|microtubule binding|tubulin complex;Molecular Function|Molecular Function|Cellular Component|Biological Process|Molecular Function|Cellular Component;noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|IPR001752|IPR001752|noIPR|noIPR|IPR001752|IPR036961|noIPR|noIPR|IPR027640|IPR019821|IPR001752|noIPR|IPR027417;null|null|null|null|null|null|Kinesin motor domain|Kinesin motor domain|Kinesin motor domain|Kinesin motor domain|Kinesin motor domain|Kinesin motor domain superfamily|Kinesin motor domain superfamily|Kinesin motor domain superfamily|Kinesin-like protein|Kinesin motor domain, conserved site|Kinesin motor domain|Kinesin motor domain|P-loop containing nucleoside triphosphate hydrolase
MA_10436382g0010;MON2 homolog isoform X2;NA;NA;NA;IPR032817|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR;Mon2, C-terminal|Mon2, C-terminal|Mon2, C-terminal|Mon2, C-terminal|Mon2, C-terminal|Mon2, C-terminal|Mon2, C-terminal
MA_10436426g0010;unknown;GO:0016021;integral component of membrane;Cellular Component;IPR008480|noIPR|noIPR;Protein of unknown function DUF761, plant|Protein of unknown function DUF761, plant|Protein of unknown function DUF761, plant
MA_10436437g0010;hypothetical protein;NA;NA;NA;noIPR|noIPR|noIPR|noIPR;null|null|null|null
MA_10436695g0010;PIR isoform X2;NA;NA;NA;IPR008081|IPR008081|noIPR|IPR008081|noIPR;Cytoplasmic FMR1-interacting|Cytoplasmic FMR1-interacting|Cytoplasmic FMR1-interacting|Cytoplasmic FMR1-interacting|Cytoplasmic FMR1-interacting
MA_10436799g0020;unknown;GO:0003677|GO:0006355;DNA binding|regulation of transcription, DNA-templated;Molecular Function|Biological Process;noIPR|noIPR|noIPR|noIPR;null|null|null|null
MA_10436942g0010;citrate mitochondrial;GO:0046912;transferase activity, transferring acyl groups, acyl groups converted into alkyl on transfer;Molecular Function;IPR002020|IPR016143|IPR002020|IPR002020|noIPR|IPR036969;Citrate synthase|Citrate synthase-like, small alpha subdomain|Citrate synthase|Citrate synthase|Citrate synthase|Citrate synthase superfamily
MA_10437128g0010;WD-40 repeat-containing MSI1;GO:0005515;protein binding;Molecular Function;IPR020472|IPR001680|IPR015943|noIPR|noIPR|IPR001680|noIPR|noIPR|noIPR|IPR019775|IPR019775|noIPR|noIPR|noIPR|noIPR|noIPR|IPR001680|IPR001680|IPR001680|IPR017986|noIPR|noIPR|IPR036322;G-protein beta WD-40 repeat|WD40 repeat|WD40/YVTN repeat-like-containing domain superfamily|WD40/YVTN repeat-like-containing domain superfamily|WD40/YVTN repeat-like-containing domain superfamily|WD40 repeat|WD40 repeat|WD40 repeat|WD40 repeat|WD40 repeat, conserved site|WD40 repeat, conserved site|WD40 repeat, conserved site|WD40 repeat, conserved site|WD40 repeat, conserved site|WD40 repeat, conserved site|WD40 repeat, conserved site|WD40 repeat|WD40 repeat|WD40 repeat|WD40-repeat-containing domain|WD40-repeat-containing domain|WD40-repeat-containing domain|WD40-repeat-containing domain superfamily
MA_109221g0020;pentatricopeptide repeat-containing At4g21300;GO:0005515;protein binding;Molecular Function;IPR002885|IPR011990|IPR002885|IPR011990|noIPR|IPR011990|IPR002885|IPR011990|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|IPR002885|IPR002885|IPR002885|IPR002885|IPR002885|IPR002885|IPR002885|IPR002885|IPR002885|IPR002885|IPR002885|IPR002885|IPR002885|IPR002885|IPR002885|IPR002885|IPR002885|IPR011990;Pentatricopeptide repeat|Tetratricopeptide-like helical domain superfamily|Pentatricopeptide repeat|Tetratricopeptide-like helical domain superfamily|Tetratricopeptide-like helical domain superfamily|Tetratricopeptide-like helical domain superfamily|Pentatricopeptide repeat|Tetratricopeptide-like helical domain superfamily|Tetratricopeptide-like helical domain superfamily|Tetratricopeptide-like helical domain superfamily|Tetratricopeptide-like helical domain superfamily|Tetratricopeptide-like helical domain superfamily|Tetratricopeptide-like helical domain superfamily|Tetratricopeptide-like helical domain superfamily|Tetratricopeptide-like helical domain superfamily|Tetratricopeptide-like helical domain superfamily|Tetratricopeptide-like helical domain superfamily|Tetratricopeptide-like helical domain superfamily|Tetratricopeptide-like helical domain superfamily|Tetratricopeptide-like helical domain superfamily|Tetratricopeptide-like helical domain superfamily|Tetratricopeptide-like helical domain superfamily|Tetratricopeptide-like helical domain superfamily|Pentatricopeptide repeat|Pentatricopeptide repeat|Pentatricopeptide repeat|Pentatricopeptide repeat|Pentatricopeptide repeat|Pentatricopeptide repeat|Pentatricopeptide repeat|Pentatricopeptide repeat|Pentatricopeptide repeat|Pentatricopeptide repeat|Pentatricopeptide repeat|Pentatricopeptide repeat|Pentatricopeptide repeat|Pentatricopeptide repeat|Pentatricopeptide repeat|Pentatricopeptide repeat|Pentatricopeptide repeat|Tetratricopeptide-like helical domain superfamily
MA_113816g0010;la-related 1A-like isoform X1;NA;NA;NA;IPR006607|noIPR|noIPR;Protein of unknown function DM15|Protein of unknown function DM15|Protein of unknown function DM15
MA_113838g0010;histone;GO:0000786|GO:0003677|GO:0046982;nucleosome|DNA binding|protein heterodimerization activity;Cellular Component|Molecular Function|Molecular Function;IPR000164|IPR000164|IPR007125|noIPR|noIPR|IPR000164|noIPR|IPR000164|IPR000164|IPR009072;Histone H3/CENP-A|Histone H3/CENP-A|Histone H2A/H2B/H3|Histone H2A/H2B/H3|Histone H2A/H2B/H3|Histone H3/CENP-A|Histone H3/CENP-A|Histone H3/CENP-A|Histone H3/CENP-A|Histone-fold
MA_11461g0010;rac-like GTP-binding 3;GO:0003924|GO:0005525|GO:0005622|GO:0007264;GTPase activity|GTP binding|intracellular|small GTPase mediated signal transduction;Molecular Function|Molecular Function|Cellular Component|Biological Process;noIPR|noIPR|noIPR|noIPR|noIPR|IPR005225|noIPR|noIPR|IPR001806|noIPR|noIPR|IPR003578|noIPR|IPR027417;null|null|null|null|null|Small GTP-binding protein domain|Small GTP-binding protein domain|Small GTP-binding protein domain|Small GTPase superfamily|Small GTPase superfamily|Small GTPase superfamily|Small GTPase superfamily, Rho type|Small GTPase superfamily, Rho type|P-loop containing nucleoside triphosphate hydrolase
MA_118973g0010;unknown;NA;NA;NA;noIPR;null
MA_127562g0010;uncharacterized protein LOC18445397;GO:0005794|GO:0016020;Golgi apparatus|membrane;Cellular Component|Cellular Component;noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR;null|null|null|null|null|null|null|null|null
MA_136671g0010;nuclear poly(A) polymerase 4-like isoform X1;GO:0003723|GO:0004652|GO:0005634|GO:0031123|GO:0043631;RNA binding|polynucleotide adenylyltransferase activity|nucleus|RNA 3'-end processing|RNA polyadenylation;Molecular Function|Molecular Function|Cellular Component|Biological Process|Biological Process;noIPR|noIPR|IPR007010|noIPR|noIPR|IPR014492|IPR007012|noIPR|noIPR|noIPR|IPR014492|noIPR|noIPR|IPR011068|noIPR;null|null|Poly(A) polymerase, RNA-binding domain|Poly(A) polymerase, RNA-binding domain|Poly(A) polymerase, RNA-binding domain|Poly(A) polymerase|Poly(A) polymerase, central domain|Poly(A) polymerase, central domain|Poly(A) polymerase, central domain|Poly(A) polymerase, central domain|Poly(A) polymerase|Poly(A) polymerase|Poly(A) polymerase|Nucleotidyltransferase, class I-like, C-terminal|Nucleotidyltransferase, class I-like, C-terminal
MA_141666g0010;ubiquitin-like-specific protease ESD4;GO:0006508|GO:0008234;proteolysis|cysteine-type peptidase activity;Biological Process|Molecular Function;noIPR|IPR003653|noIPR|noIPR|IPR003653|noIPR;null|Ulp1 protease family, C-terminal catalytic domain|Ulp1 protease family, C-terminal catalytic domain|Ulp1 protease family, C-terminal catalytic domain|Ulp1 protease family, C-terminal catalytic domain|Ulp1 protease family, C-terminal catalytic domain
MA_14356g0010;ER membrane complex subunit 7 homolog;GO:0001676|GO:0004467|GO:0016021|GO:0030246;long-chain fatty acid metabolic process|long-chain fatty acid-CoA ligase activity|integral component of membrane|carbohydrate binding;Biological Process|Molecular Function|Cellular Component|Molecular Function;IPR019008|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR;Domain of unknown function DUF2012|Domain of unknown function DUF2012|Domain of unknown function DUF2012|Domain of unknown function DUF2012|Domain of unknown function DUF2012|Domain of unknown function DUF2012|Domain of unknown function DUF2012|Domain of unknown function DUF2012
MA_14986g0010;uncharacterized protein LOC18438225;NA;NA;NA;noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR;null|null|null|null|null|null|null|null
MA_15491g0010;STICHEL;NA;NA;NA;noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR;null|null|null|null|null|null|null|null
MA_15756g0010;hypothetical protein SELMODRAFT_408536;NA;NA;NA;noIPR|noIPR;null|null
MA_15892g0020;caffeic acid 3-O-methyltransferase;GO:0008171|GO:0046983;O-methyltransferase activity|protein dimerization activity;Molecular Function|Molecular Function;IPR036388|noIPR|IPR012967|IPR001077|noIPR|noIPR|noIPR|IPR016461|IPR036390|IPR029063;Winged helix-like DNA-binding domain superfamily|Winged helix-like DNA-binding domain superfamily|Plant methyltransferase dimerisation|O-methyltransferase, family 2|O-methyltransferase, family 2|O-methyltransferase, family 2|O-methyltransferase, family 2|O-methyltransferase COMT-type|Winged helix DNA-binding domain superfamily|S-adenosyl-L-methionine-dependent methyltransferase
MA_168804g0010;REVERSION-TO-ETHYLENE SENSITIVITY1;GO:0005783|GO:0005794|GO:0010105|GO:0016021;endoplasmic reticulum|Golgi apparatus|negative regulation of ethylene-activated signaling pathway|integral component of membrane;Cellular Component|Cellular Component|Biological Process|Cellular Component;IPR008496|noIPR|IPR008496|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR;Protein of unknown function DUF778|Protein of unknown function DUF778|Protein of unknown function DUF778|Protein of unknown function DUF778|Protein of unknown function DUF778|Protein of unknown function DUF778|Protein of unknown function DUF778|Protein of unknown function DUF778|Protein of unknown function DUF778|Protein of unknown function DUF778|Protein of unknown function DUF778|Protein of unknown function DUF778|Protein of unknown function DUF778
MA_192976g0010;AP-2 complex subunit sigma;GO:0008565|GO:0015031;protein transporter activity|protein transport;Molecular Function|Biological Process;noIPR|IPR022775|IPR016635|noIPR|IPR011012;null|AP complex, mu/sigma subunit|Adaptor protein complex, sigma subunit|Adaptor protein complex, sigma subunit|Longin-like domain superfamily
MA_208203g0010;kinesin KIN-14C;GO:0003777|GO:0005524|GO:0005874|GO:0007018|GO:0008017|GO:0045298;microtubule motor activity|ATP binding|microtubule|microtubule-based movement|microtubule binding|tubulin complex;Molecular Function|Molecular Function|Cellular Component|Biological Process|Molecular Function|Cellular Component;noIPR|noIPR|noIPR|IPR001752|IPR001752|noIPR|noIPR|IPR001752|IPR036961|noIPR|noIPR|noIPR|IPR027640|IPR019821|IPR001752|IPR027417;null|null|null|Kinesin motor domain|Kinesin motor domain|Kinesin motor domain|Kinesin motor domain|Kinesin motor domain|Kinesin motor domain superfamily|Kinesin motor domain superfamily|Kinesin motor domain superfamily|Kinesin motor domain superfamily|Kinesin-like protein|Kinesin motor domain, conserved site|Kinesin motor domain|P-loop containing nucleoside triphosphate hydrolase
MA_2168g0030;tau class glutathione S-transferase;GO:0005515;protein binding;Molecular Function;noIPR|noIPR|IPR004045|IPR004046|noIPR|noIPR|IPR010987|IPR004045|noIPR|noIPR|IPR036282|IPR036249;null|null|Glutathione S-transferase, N-terminal|Glutathione S-transferase, C-terminal|Glutathione S-transferase, C-terminal|Glutathione S-transferase, C-terminal|Glutathione S-transferase, C-terminal-like|Glutathione S-transferase, N-terminal|Glutathione S-transferase, N-terminal|Glutathione S-transferase, N-terminal|Glutathione S-transferase, C-terminal domain superfamily|Thioredoxin-like superfamily
