Sequence Name;Sequence Description;Annotation GO ID;Annotation GO Term;Annotation GO Category;InterPro Accession;InterPro Name
MA_10428924g0010;F-box LRR-repeat 3;GO:0005515;protein binding;Molecular Function;IPR006553|IPR032675|IPR032675|IPR032675|IPR032675|IPR001611|IPR032675|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR;Leucine-rich repeat, cysteine-containing subtype|Leucine-rich repeat domain superfamily|Leucine-rich repeat domain superfamily|Leucine-rich repeat domain superfamily|Leucine-rich repeat domain superfamily|Leucine-rich repeat|Leucine-rich repeat domain superfamily|Leucine-rich repeat domain superfamily|Leucine-rich repeat domain superfamily|Leucine-rich repeat domain superfamily|Leucine-rich repeat domain superfamily|Leucine-rich repeat domain superfamily|Leucine-rich repeat domain superfamily|Leucine-rich repeat domain superfamily
MA_10429555g0010;ABC transporter C family member 15 isoform X2;GO:0005524|GO:0016021|GO:0016491|GO:0042626|GO:0055085|GO:0055114;ATP binding|integral component of membrane|oxidoreductase activity|ATPase activity, coupled to transmembrane movement of substances|transmembrane transport|oxidation-reduction process;Molecular Function|Cellular Component|Molecular Function|Molecular Function|Biological Process|Biological Process;noIPR|noIPR|IPR036640|IPR036188|IPR023753|noIPR|IPR011527|noIPR|IPR002912|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|IPR002912|IPR011527|noIPR|IPR027417|IPR036188|IPR036640|noIPR|noIPR|noIPR;null|null|ABC transporter type 1, transmembrane domain superfamily|FAD/NAD(P)-binding domain superfamily|FAD/NAD(P)-binding domain|FAD/NAD(P)-binding domain|ABC transporter type 1, transmembrane domain|ABC transporter type 1, transmembrane domain|ACT domain|ACT domain|ACT domain|ACT domain|ACT domain|ACT domain|ACT domain|ACT domain|ACT domain|ACT domain|ACT domain|ACT domain|ACT domain|ABC transporter type 1, transmembrane domain|ABC transporter type 1, transmembrane domain|P-loop containing nucleoside triphosphate hydrolase|FAD/NAD(P)-binding domain superfamily|ABC transporter type 1, transmembrane domain superfamily|ABC transporter type 1, transmembrane domain superfamily|ABC transporter type 1, transmembrane domain superfamily|ABC transporter type 1, transmembrane domain superfamily
MA_10430467g0010;probable receptor kinase At1g49730 isoform X1;GO:0004672|GO:0005524|GO:0006468;protein kinase activity|ATP binding|protein phosphorylation;Molecular Function|Molecular Function|Biological Process;IPR000719|noIPR|IPR000719|noIPR|noIPR|noIPR|noIPR|IPR008271|IPR017441|noIPR|noIPR|noIPR|IPR000719|noIPR|IPR011009|noIPR;Protein kinase domain|Protein kinase domain|Protein kinase domain|Protein kinase domain|Protein kinase domain|Protein kinase domain|Protein kinase domain|Serine/threonine-protein kinase, active site|Protein kinase, ATP binding site|Protein kinase, ATP binding site|Protein kinase, ATP binding site|Protein kinase, ATP binding site|Protein kinase domain|Protein kinase domain|Protein kinase-like domain superfamily|Protein kinase-like domain superfamily
MA_10430493g0010;TMV resistance N-like;GO:0005515|GO:0007165|GO:0043531;protein binding|signal transduction|ADP binding;Molecular Function|Biological Process|Molecular Function;noIPR|IPR003593|IPR036388|noIPR|noIPR|noIPR|IPR035897|noIPR|IPR000157|IPR002182|noIPR|IPR000157|noIPR|noIPR|IPR035897|IPR027417|IPR027417|IPR036390;null|AAA+ ATPase domain|Winged helix-like DNA-binding domain superfamily|Winged helix-like DNA-binding domain superfamily|Winged helix-like DNA-binding domain superfamily|Winged helix-like DNA-binding domain superfamily|Toll/interleukin-1 receptor homology (TIR) domain superfamily|Toll/interleukin-1 receptor homology (TIR) domain superfamily|Toll/interleukin-1 receptor homology (TIR) domain|NB-ARC|NB-ARC|Toll/interleukin-1 receptor homology (TIR) domain|Toll/interleukin-1 receptor homology (TIR) domain|Toll/interleukin-1 receptor homology (TIR) domain|Toll/interleukin-1 receptor homology (TIR) domain superfamily|P-loop containing nucleoside triphosphate hydrolase|P-loop containing nucleoside triphosphate hydrolase|Winged helix DNA-binding domain superfamily
MA_10431154g0010;receptor kinase TMK1-like;GO:0004672|GO:0005524|GO:0006468;protein kinase activity|ATP binding|protein phosphorylation;Molecular Function|Molecular Function|Biological Process;IPR000719|noIPR|noIPR|noIPR|noIPR|IPR000719|IPR011009;Protein kinase domain|Protein kinase domain|Protein kinase domain|Protein kinase domain|Protein kinase domain|Protein kinase domain|Protein kinase-like domain superfamily
MA_10431154g0020;receptor kinase TMK1;GO:0004672|GO:0005524|GO:0006468;protein kinase activity|ATP binding|protein phosphorylation;Molecular Function|Molecular Function|Biological Process;noIPR|IPR000719|noIPR|noIPR|IPR000719|IPR011009;null|Protein kinase domain|Protein kinase domain|Protein kinase domain|Protein kinase domain|Protein kinase-like domain superfamily
MA_10431429g0010;hypothetical protein SELMODRAFT_92955;NA;NA;NA;IPR008528|noIPR|noIPR;Protein of unknown function DUF810|Protein of unknown function DUF810|Protein of unknown function DUF810
MA_10432075g0010;pentatricopeptide repeat-containing At4g21190;GO:0005515;protein binding;Molecular Function;IPR011990|IPR002885|IPR002885|noIPR|noIPR|IPR002885|IPR002885;Tetratricopeptide-like helical domain superfamily|Pentatricopeptide repeat|Pentatricopeptide repeat|Pentatricopeptide repeat|Pentatricopeptide repeat|Pentatricopeptide repeat|Pentatricopeptide repeat
MA_10432691g0010;piezo-type mechanosensitive ion channel homolog isoform X1;GO:0006811|GO:0008381|GO:0016021;ion transport|mechanically-gated ion channel activity|integral component of membrane;Biological Process|Molecular Function|Cellular Component;noIPR|IPR031334|noIPR|IPR027272|noIPR|noIPR|IPR027272|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR;null|Piezo non-specific cation channel, R-Ras-binding domain|Piezo non-specific cation channel, R-Ras-binding domain|Piezo family|Piezo family|Piezo family|Piezo family|Piezo family|Piezo family|Piezo family|Piezo family|Piezo family|Piezo family|Piezo family|Piezo family|Piezo family|Piezo family|Piezo family|Piezo family|Piezo family|Piezo family|Piezo family|Piezo family|Piezo family|Piezo family|Piezo family|Piezo family|Piezo family|Piezo family|Piezo family|Piezo family|Piezo family|Piezo family
MA_10433602g0010;hydroquinone glucosyltransferase-like;GO:0008152|GO:0016758;metabolic process|transferase activity, transferring hexosyl groups;Biological Process|Molecular Function;IPR002213|noIPR|noIPR|noIPR|noIPR|IPR002213|IPR035595|noIPR;UDP-glucuronosyl/UDP-glucosyltransferase|UDP-glucuronosyl/UDP-glucosyltransferase|UDP-glucuronosyl/UDP-glucosyltransferase|UDP-glucuronosyl/UDP-glucosyltransferase|UDP-glucuronosyl/UDP-glucosyltransferase|UDP-glucuronosyl/UDP-glucosyltransferase|UDP-glycosyltransferase family, conserved site|UDP-glycosyltransferase family, conserved site
MA_10433920g0010;WD repeat-containing 44-like;GO:0005515;protein binding;Molecular Function;IPR020472|IPR001680|IPR015943|IPR015943|IPR001680|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|IPR001680|IPR001680|IPR017986|IPR001680|IPR017986|IPR001680|IPR017986|noIPR|IPR036322;G-protein beta WD-40 repeat|WD40 repeat|WD40/YVTN repeat-like-containing domain superfamily|WD40/YVTN repeat-like-containing domain superfamily|WD40 repeat|WD40 repeat|WD40 repeat|WD40 repeat|WD40 repeat|WD40 repeat|WD40 repeat|WD40 repeat|WD40 repeat|WD40 repeat|WD40 repeat|WD40 repeat|WD40 repeat|WD40 repeat|WD40-repeat-containing domain|WD40 repeat|WD40-repeat-containing domain|WD40 repeat|WD40-repeat-containing domain|WD40-repeat-containing domain|WD40-repeat-containing domain superfamily
MA_10433952g0010;transcription initiation factor TFIID subunit 6;GO:0005634|GO:0006352|GO:0046982|GO:0051090;nucleus|DNA-templated transcription, initiation|protein heterodimerization activity|regulation of sequence-specific DNA binding transcription factor activity;Cellular Component|Biological Process|Molecular Function|Biological Process;noIPR|noIPR|noIPR|noIPR;null|null|null|null
MA_10434515g0010;SUPPRESSOR OF npr1- CONSTITUTIVE 1-like;GO:0000166|GO:0050896;nucleotide binding|response to stimulus;Molecular Function|Biological Process;IPR032675|IPR032675|IPR032675|IPR032675|noIPR|IPR032675;Leucine-rich repeat domain superfamily|Leucine-rich repeat domain superfamily|Leucine-rich repeat domain superfamily|Leucine-rich repeat domain superfamily|Leucine-rich repeat domain superfamily|Leucine-rich repeat domain superfamily
MA_10435358g0010;unknown;GO:0016021;integral component of membrane;Cellular Component;noIPR|noIPR;null|null
MA_10436203g0010;unknown;GO:0015103|GO:0015297|GO:0015698|GO:0016021|GO:0055085;inorganic anion transmembrane transporter activity|antiporter activity|inorganic anion transport|integral component of membrane|transmembrane transport;Molecular Function|Molecular Function|Biological Process|Cellular Component|Biological Process;NA;NA
MA_10437036g0010;BLOC-1-related complex subunit 8 homolog;NA;NA;NA;IPR019320|IPR019320;BLOC-1-related complex subunit 8|BLOC-1-related complex subunit 8
MA_10437221g0010;receptor kinase TMK1-like;GO:0005515;protein binding;Molecular Function;IPR021157|IPR032675|noIPR|IPR032675|IPR025875|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|IPR001611|IPR001611|IPR001611|IPR001611|IPR032675|noIPR;Cytochrome c1, transmembrane anchor, C-terminal|Leucine-rich repeat domain superfamily|Leucine-rich repeat domain superfamily|Leucine-rich repeat domain superfamily|Leucine rich repeat 4|Leucine rich repeat 4|Leucine rich repeat 4|Leucine rich repeat 4|Leucine rich repeat 4|Leucine rich repeat 4|Leucine rich repeat 4|Leucine rich repeat 4|Leucine rich repeat 4|Leucine-rich repeat|Leucine-rich repeat|Leucine-rich repeat|Leucine-rich repeat|Leucine-rich repeat domain superfamily|Leucine-rich repeat domain superfamily
MA_104614g0010;small heat-shock;NA;NA;NA;noIPR|IPR002068|IPR008978|noIPR|IPR031107|IPR002068|noIPR|IPR008978;null|Alpha crystallin/Hsp20 domain|HSP20-like chaperone|HSP20-like chaperone|Small heat shock protein HSP20|Alpha crystallin/Hsp20 domain|Alpha crystallin/Hsp20 domain|HSP20-like chaperone
MA_116457g0010;HEADING DATE REPRESSOR 1;NA;NA;NA;noIPR|noIPR|noIPR;null|null|null
MA_13389g0010;---NA---;NA;NA;NA;noIPR|noIPR;null|null
MA_139843g0010;tetraspanin-8-like;GO:0016021;integral component of membrane;Cellular Component;IPR000301|noIPR|IPR018499|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR;Tetraspanin|Tetraspanin|Tetraspanin/Peripherin|Tetraspanin/Peripherin|Tetraspanin/Peripherin|Tetraspanin/Peripherin|Tetraspanin/Peripherin|Tetraspanin/Peripherin|Tetraspanin/Peripherin|Tetraspanin/Peripherin|Tetraspanin/Peripherin|Tetraspanin/Peripherin|Tetraspanin/Peripherin|Tetraspanin/Peripherin|Tetraspanin/Peripherin
MA_141866g0010;histidine-containing phosphotransfer 1-like;GO:0000160|GO:0004871;phosphorelay signal transduction system|signal transducer activity;Biological Process|Molecular Function;IPR036641|IPR008207|noIPR|noIPR|noIPR|IPR036641;HPT domain superfamily|Signal transduction histidine kinase, phosphotransfer (Hpt) domain|Signal transduction histidine kinase, phosphotransfer (Hpt) domain|Signal transduction histidine kinase, phosphotransfer (Hpt) domain|Signal transduction histidine kinase, phosphotransfer (Hpt) domain|HPT domain superfamily
MA_1542g0010;cold shock domain-containing 3-like;GO:0003677|GO:0003917|GO:0006265|GO:0008270;DNA binding|DNA topoisomerase type I activity|DNA topological change|zinc ion binding;Molecular Function|Molecular Function|Biological Process|Molecular Function;IPR001878|IPR036875|IPR010666|IPR001878|IPR036875|IPR036875|noIPR|noIPR|IPR000380|noIPR|noIPR|noIPR|IPR000380|IPR000380|noIPR|IPR000380|IPR000380|noIPR|IPR000380|IPR001878|IPR001878|IPR001878|IPR001878|IPR036875|IPR036875|IPR036875|IPR036875|IPR036875;Zinc finger, CCHC-type|Zinc finger, CCHC-type superfamily|Zinc finger, GRF-type|Zinc finger, CCHC-type|Zinc finger, CCHC-type superfamily|Zinc finger, CCHC-type superfamily|Zinc finger, CCHC-type superfamily|Zinc finger, CCHC-type superfamily|DNA topoisomerase, type IA|DNA topoisomerase, type IA|DNA topoisomerase, type IA|DNA topoisomerase, type IA|DNA topoisomerase, type IA|DNA topoisomerase, type IA|DNA topoisomerase, type IA|DNA topoisomerase, type IA|DNA topoisomerase, type IA|DNA topoisomerase, type IA|DNA topoisomerase, type IA|Zinc finger, CCHC-type|Zinc finger, CCHC-type|Zinc finger, CCHC-type|Zinc finger, CCHC-type|Zinc finger, CCHC-type superfamily|Zinc finger, CCHC-type superfamily|Zinc finger, CCHC-type superfamily|Zinc finger, CCHC-type superfamily|Zinc finger, CCHC-type superfamily
MA_155287g0010;hypersensitive-induced response 1;GO:0005774|GO:0005886|GO:0009506|GO:0009507|GO:0043424;vacuolar membrane|plasma membrane|plasmodesma|chloroplast|protein histidine kinase binding;Cellular Component|Cellular Component|Cellular Component|Cellular Component|Molecular Function;IPR001107|IPR001107|noIPR|noIPR|noIPR|IPR036013;Band 7 domain|Band 7 domain|Band 7 domain|Band 7 domain|Band 7 domain|Band 7/SPFH domain superfamily
MA_160159g0010;disease resistance TAO1-like;GO:0005515|GO:0007165|GO:0043531;protein binding|signal transduction|ADP binding;Molecular Function|Biological Process|Molecular Function;noIPR|noIPR|IPR003593|IPR000157|IPR032675|IPR035897|noIPR|IPR032675|IPR032675|IPR032675|IPR002182|IPR000157|noIPR|IPR036388|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|IPR000157|IPR035897|IPR027417|IPR032675|IPR036390|IPR032675;null|null|AAA+ ATPase domain|Toll/interleukin-1 receptor homology (TIR) domain|Leucine-rich repeat domain superfamily|Toll/interleukin-1 receptor homology (TIR) domain superfamily|Toll/interleukin-1 receptor homology (TIR) domain superfamily|Leucine-rich repeat domain superfamily|Leucine-rich repeat domain superfamily|Leucine-rich repeat domain superfamily|NB-ARC|Toll/interleukin-1 receptor homology (TIR) domain|Toll/interleukin-1 receptor homology (TIR) domain|Winged helix-like DNA-binding domain superfamily|Winged helix-like DNA-binding domain superfamily|Winged helix-like DNA-binding domain superfamily|Winged helix-like DNA-binding domain superfamily|Winged helix-like DNA-binding domain superfamily|Winged helix-like DNA-binding domain superfamily|Winged helix-like DNA-binding domain superfamily|Winged helix-like DNA-binding domain superfamily|Winged helix-like DNA-binding domain superfamily|Toll/interleukin-1 receptor homology (TIR) domain|Toll/interleukin-1 receptor homology (TIR) domain superfamily|P-loop containing nucleoside triphosphate hydrolase|Leucine-rich repeat domain superfamily|Winged helix DNA-binding domain superfamily|Leucine-rich repeat domain superfamily
MA_18900g0010;probable membrane-associated kinase regulator 2;NA;NA;NA;noIPR|noIPR|noIPR|noIPR;null|null|null|null
MA_202816g0010;phosphoenolpyruvate carboxylase kinase 1-like;GO:0004672|GO:0005524|GO:0006468;protein kinase activity|ATP binding|protein phosphorylation;Molecular Function|Molecular Function|Biological Process;IPR000719|noIPR|IPR000719|noIPR|noIPR|IPR008271|IPR000719|IPR011009;Protein kinase domain|Protein kinase domain|Protein kinase domain|Protein kinase domain|Protein kinase domain|Serine/threonine-protein kinase, active site|Protein kinase domain|Protein kinase-like domain superfamily
MA_206815g0010;anthranilate synthase alpha subunit chloroplastic-like;GO:0009058;biosynthetic process;Biological Process;IPR019999|IPR005801|IPR015890|noIPR|noIPR|IPR005801;Anthranilate synthase component I-like|ADC synthase|Chorismate-utilising enzyme, C-terminal|Chorismate-utilising enzyme, C-terminal|Chorismate-utilising enzyme, C-terminal|ADC synthase
MA_22397g0010;hypothetical protein AXG93_2121s1270;NA;NA;NA;NA;NA
MA_22426g0010;receptor kinase TMK1-like;GO:0004674|GO:0005524|GO:0006468|GO:0007165|GO:0009069|GO:0016021;protein serine/threonine kinase activity|ATP binding|protein phosphorylation|signal transduction|serine family amino acid metabolic process|integral component of membrane;Molecular Function|Molecular Function|Biological Process|Biological Process|Biological Process|Cellular Component;noIPR|IPR000719|noIPR|noIPR|IPR008271|IPR000719|IPR011009;null|Protein kinase domain|Protein kinase domain|Protein kinase domain|Serine/threonine-protein kinase, active site|Protein kinase domain|Protein kinase-like domain superfamily
MA_236064g0010;pseudouridine-metabolizing bifunctional;GO:0016798;hydrolase activity, acting on glycosyl bonds;Molecular Function;IPR007342|IPR022830|IPR007342|IPR022830;Pseudouridine-5'-phosphate glycosidase|Indigoidine synthase A-like|Pseudouridine-5'-phosphate glycosidase|Indigoidine synthase A-like
MA_245615g0010;BES1 BZR1 homolog 4-like;GO:0003700|GO:0005667|GO:0009742|GO:0045449;transcription factor activity, sequence-specific DNA binding|transcription factor complex|brassinosteroid mediated signaling pathway|regulation of transcription, DNA-templated;Molecular Function|Cellular Component|Biological Process|Biological Process;IPR008540|noIPR|IPR033264;BES1/BZR1 plant transcription factor, N-terminal|BES1/BZR1 plant transcription factor, N-terminal|BZR family
MA_258650g0010;splicing factor 3B subunit 2;GO:0005634;nucleus;Cellular Component;IPR006568|IPR006568|IPR007180|noIPR|noIPR;PSP, proline-rich|PSP, proline-rich|Domain of unknown function DUF382|Domain of unknown function DUF382|Domain of unknown function DUF382
MA_2905927g0010;unknown;NA;NA;NA;IPR032675|IPR032675;Leucine-rich repeat domain superfamily|Leucine-rich repeat domain superfamily
MA_3099g0010;probable membrane-associated kinase regulator 2;NA;NA;NA;noIPR|noIPR|noIPR|noIPR|noIPR;null|null|null|null|null
MA_3127604g0010;TMV resistance N-like;GO:0005524|GO:0007165|GO:0043531;ATP binding|signal transduction|ADP binding;Molecular Function|Biological Process|Molecular Function;IPR035897|noIPR|IPR035897;Toll/interleukin-1 receptor homology (TIR) domain superfamily|Toll/interleukin-1 receptor homology (TIR) domain superfamily|Toll/interleukin-1 receptor homology (TIR) domain superfamily
MA_3329476g0010;NBS-LRR;GO:0000166;nucleotide binding;Molecular Function;IPR036388|noIPR|noIPR|IPR027417;Winged helix-like DNA-binding domain superfamily|Winged helix-like DNA-binding domain superfamily|Winged helix-like DNA-binding domain superfamily|P-loop containing nucleoside triphosphate hydrolase
MA_361914g0010;BnaC05g40190D;NA;NA;NA;NA;NA
MA_38025g0010;unknown;GO:0016021;integral component of membrane;Cellular Component;noIPR|noIPR|noIPR|noIPR;null|null|null|null
MA_41199g0010;unknown;GO:0003824|GO:0006281|GO:0016021;catalytic activity|DNA repair|integral component of membrane;Molecular Function|Biological Process|Cellular Component;noIPR|noIPR|noIPR;null|null|null
MA_42181g0010;2-C-methyl-D-erythritol 2,4-cyclodiphosphate chloroplastic;GO:0008685|GO:0016114;2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase activity|terpenoid biosynthetic process;Molecular Function|Biological Process;IPR024286|IPR036571|IPR029055|IPR003526|IPR024286|noIPR|noIPR|IPR003526|IPR036571|IPR029055;Domain of unknown function DUF3700|2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase superfamily|Nucleophile aminohydrolases, N-terminal|2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase|Domain of unknown function DUF3700|Domain of unknown function DUF3700|Domain of unknown function DUF3700|2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase|2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase superfamily|Nucleophile aminohydrolases, N-terminal
MA_442802g0010;TIR P-loop LRR disease resistance;GO:0005515|GO:0007165;protein binding|signal transduction;Molecular Function|Biological Process;IPR035897|IPR000157|noIPR|noIPR|IPR000157|IPR035897;Toll/interleukin-1 receptor homology (TIR) domain superfamily|Toll/interleukin-1 receptor homology (TIR) domain|Toll/interleukin-1 receptor homology (TIR) domain|Toll/interleukin-1 receptor homology (TIR) domain|Toll/interleukin-1 receptor homology (TIR) domain|Toll/interleukin-1 receptor homology (TIR) domain superfamily
MA_450176g0010;SUPPRESSOR OF npr1- CONSTITUTIVE 1-like;GO:0032550|GO:0032559|GO:0043168|GO:0050896;purine ribonucleoside binding|adenyl ribonucleotide binding|anion binding|response to stimulus;Molecular Function|Molecular Function|Molecular Function|Biological Process;IPR032675|noIPR|noIPR;Leucine-rich repeat domain superfamily|Leucine-rich repeat domain superfamily|Leucine-rich repeat domain superfamily
MA_452577g0010;pentatricopeptide repeat-containing At4g02750;GO:0005515|GO:0008270;protein binding|zinc ion binding;Molecular Function|Molecular Function;noIPR|IPR032867|IPR002885|IPR011990|IPR002885|IPR011990|IPR002885|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|IPR002885|IPR002885|IPR002885|IPR002885|IPR002885|IPR002885|IPR002885|IPR002885|IPR002885|IPR002885|IPR002885|IPR002885|IPR002885|noIPR;null|DYW domain|Pentatricopeptide repeat|Tetratricopeptide-like helical domain superfamily|Pentatricopeptide repeat|Tetratricopeptide-like helical domain superfamily|Pentatricopeptide repeat|Pentatricopeptide repeat|Pentatricopeptide repeat|Pentatricopeptide repeat|Pentatricopeptide repeat|Pentatricopeptide repeat|Pentatricopeptide repeat|Pentatricopeptide repeat|Pentatricopeptide repeat|Pentatricopeptide repeat|Pentatricopeptide repeat|Pentatricopeptide repeat|Pentatricopeptide repeat|Pentatricopeptide repeat|Pentatricopeptide repeat|Pentatricopeptide repeat|Pentatricopeptide repeat|Pentatricopeptide repeat|Pentatricopeptide repeat|Pentatricopeptide repeat|Pentatricopeptide repeat|Pentatricopeptide repeat
MA_462034g0010;E3 ubiquitin- ligase RGLG2-like isoform X2;GO:0008270;zinc ion binding;Molecular Function;IPR010734|noIPR|noIPR|noIPR;Copine|Copine|Copine|Copine
MA_475294g0010;Histone;GO:0000786|GO:0003677|GO:0046982;nucleosome|DNA binding|protein heterodimerization activity;Cellular Component|Molecular Function|Molecular Function;IPR000164|IPR000164|IPR007125|noIPR|noIPR|IPR000164|noIPR|IPR000164|IPR009072;Histone H3/CENP-A|Histone H3/CENP-A|Histone H2A/H2B/H3|Histone H2A/H2B/H3|Histone H2A/H2B/H3|Histone H3/CENP-A|Histone H3/CENP-A|Histone H3/CENP-A|Histone-fold
MA_491986g0010;lysine-specific demethylase JMJ25-like;NA;NA;NA;IPR003347|noIPR|IPR003347|noIPR|noIPR|noIPR|noIPR|noIPR|IPR001841|IPR003347|noIPR;JmjC domain|JmjC domain|JmjC domain|JmjC domain|JmjC domain|JmjC domain|JmjC domain|JmjC domain|Zinc finger, RING-type|JmjC domain|JmjC domain
MA_499991g0010;---NA---;NA;NA;NA;noIPR;null
MA_500183g0010;histone H1;GO:0000786|GO:0003677|GO:0005634|GO:0006334;nucleosome|DNA binding|nucleus|nucleosome assembly;Cellular Component|Molecular Function|Cellular Component|Biological Process;IPR005819|IPR005818|IPR036388|IPR005818|noIPR|noIPR|noIPR|noIPR|IPR005818|noIPR|IPR036390;Histone H5|Linker histone H1/H5, domain H15|Winged helix-like DNA-binding domain superfamily|Linker histone H1/H5, domain H15|Linker histone H1/H5, domain H15|Linker histone H1/H5, domain H15|Linker histone H1/H5, domain H15|Linker histone H1/H5, domain H15|Linker histone H1/H5, domain H15|Linker histone H1/H5, domain H15|Winged helix DNA-binding domain superfamily
MA_5617441g0010;TIR P-loop LRR;NA;NA;NA;IPR032675|noIPR|IPR032675;Leucine-rich repeat domain superfamily|Leucine-rich repeat domain superfamily|Leucine-rich repeat domain superfamily
