Sequence Name;Sequence Description;Annotation GO ID;Annotation GO Term;Annotation GO Category;InterPro Accession;InterPro Name
MA_1274g0010;probable phosphatase 2C 25;GO:0004722|GO:0006470|GO:0008287;protein serine/threonine phosphatase activity|protein dephosphorylation|protein serine/threonine phosphatase complex;Molecular Function|Biological Process|Cellular Component;IPR001932|IPR001932|IPR036457|noIPR|IPR015655|IPR001932|IPR001932|IPR036457;PPM-type phosphatase domain|PPM-type phosphatase domain|PPM-type phosphatase domain superfamily|PPM-type phosphatase domain superfamily|Protein phosphatase 2C family|PPM-type phosphatase domain|PPM-type phosphatase domain|PPM-type phosphatase domain superfamily
MA_174378g0010;unknown;GO:0016020;membrane;Cellular Component;noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR;null|null|null|null|null|null|null|null|null|null|null|null|null|null|null
MA_17927g0010;AT-hook motif nuclear-localized 9;NA;NA;NA;noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR;null|null|null|null|null|null|null
MA_18041g0010;histone-lysine N-methyltransferase ATXR7 isoform X1;GO:0005515;protein binding;Molecular Function;IPR003616|IPR001214|IPR001214|noIPR|IPR035445|IPR035445|noIPR|noIPR|noIPR|noIPR|IPR001214|IPR003616|IPR003169|noIPR|IPR035445;Post-SET domain|SET domain|SET domain|SET domain|GYF-like domain superfamily|GYF-like domain superfamily|GYF-like domain superfamily|GYF-like domain superfamily|GYF-like domain superfamily|GYF-like domain superfamily|SET domain|Post-SET domain|GYF domain|GYF domain|GYF-like domain superfamily
MA_187114g0010;dehydrin;GO:0006950|GO:0009415;response to stress|response to water;Biological Process|Biological Process;IPR000167|noIPR|noIPR|noIPR|IPR030513|IPR030513;Dehydrin|Dehydrin|Dehydrin|Dehydrin|Dehydrin, conserved site|Dehydrin, conserved site
MA_189802g0010;Thaumatin;GO:0016021;integral component of membrane;Cellular Component;IPR001938|IPR001938|IPR037176|IPR001938|IPR001938|noIPR|IPR001938|IPR017949|IPR001938|IPR037176;Thaumatin|Thaumatin|Osmotin/thaumatin-like superfamily|Thaumatin|Thaumatin|Thaumatin|Thaumatin|Thaumatin, conserved site|Thaumatin|Osmotin/thaumatin-like superfamily
MA_20585g0010;inducer of CBF expression 1;GO:0046983;protein dimerization activity;Molecular Function;IPR011598|IPR036638|IPR011598|noIPR|noIPR|noIPR|IPR011598|noIPR|IPR011598|IPR036638;Myc-type, basic helix-loop-helix (bHLH) domain|Helix-loop-helix DNA-binding domain superfamily|Myc-type, basic helix-loop-helix (bHLH) domain|Myc-type, basic helix-loop-helix (bHLH) domain|Myc-type, basic helix-loop-helix (bHLH) domain|Myc-type, basic helix-loop-helix (bHLH) domain|Myc-type, basic helix-loop-helix (bHLH) domain|Myc-type, basic helix-loop-helix (bHLH) domain|Myc-type, basic helix-loop-helix (bHLH) domain|Helix-loop-helix DNA-binding domain superfamily
MA_210823g0010;pentatricopeptide repeat-containing At1g68930;GO:0005515|GO:0008270;protein binding|zinc ion binding;Molecular Function|Molecular Function;noIPR|IPR002885|IPR002885|IPR011990|IPR032867|IPR002885|IPR011990|IPR011990|noIPR|noIPR|noIPR|noIPR|noIPR|IPR002885|IPR002885|IPR002885|IPR002885|IPR002885|IPR002885|IPR002885|IPR002885|IPR002885|IPR002885|IPR002885|IPR002885|IPR002885|IPR002885|IPR011990;null|Pentatricopeptide repeat|Pentatricopeptide repeat|Tetratricopeptide-like helical domain superfamily|DYW domain|Pentatricopeptide repeat|Tetratricopeptide-like helical domain superfamily|Tetratricopeptide-like helical domain superfamily|Tetratricopeptide-like helical domain superfamily|Tetratricopeptide-like helical domain superfamily|Tetratricopeptide-like helical domain superfamily|Tetratricopeptide-like helical domain superfamily|Tetratricopeptide-like helical domain superfamily|Pentatricopeptide repeat|Pentatricopeptide repeat|Pentatricopeptide repeat|Pentatricopeptide repeat|Pentatricopeptide repeat|Pentatricopeptide repeat|Pentatricopeptide repeat|Pentatricopeptide repeat|Pentatricopeptide repeat|Pentatricopeptide repeat|Pentatricopeptide repeat|Pentatricopeptide repeat|Pentatricopeptide repeat|Pentatricopeptide repeat|Tetratricopeptide-like helical domain superfamily
MA_2226g0020;unknown;NA;NA;NA;noIPR|noIPR|noIPR|noIPR;null|null|null|null
MA_2332g0020;CW-type Zinc isoform 1;GO:0008270;zinc ion binding;Molecular Function;IPR011124|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|noIPR|IPR011124;Zinc finger, CW-type|Zinc finger, CW-type|Zinc finger, CW-type|Zinc finger, CW-type|Zinc finger, CW-type|Zinc finger, CW-type|Zinc finger, CW-type|Zinc finger, CW-type|Zinc finger, CW-type|Zinc finger, CW-type|Zinc finger, CW-type|Zinc finger, CW-type
MA_238448g0010;dirigent pDIR5;GO:0016853;isomerase activity;Molecular Function;IPR004265|IPR034871|noIPR|noIPR;Dirigent protein|Allene oxide cyclase/dirigent protein|Allene oxide cyclase/dirigent protein|Allene oxide cyclase/dirigent protein
MA_26597g0010;Histone deacetylase complex subunit SAP30 SAP30-like;GO:0005515;protein binding;Molecular Function;IPR025718|noIPR|noIPR|IPR024145;Histone deacetylase complex subunit SAP30, Sin3 binding domain|Histone deacetylase complex subunit SAP30, Sin3 binding domain|Histone deacetylase complex subunit SAP30, Sin3 binding domain|Histone deacetylase complex subunit SAP30/SAP30-like
MA_273488g0010;intermediate filament ifa-4-like;NA;NA;NA;noIPR|noIPR|noIPR|noIPR|noIPR|noIPR;null|null|null|null|null|null
MA_27973g0010;MIZU-KUSSEI 1;GO:0000413|GO:0003755|GO:0006457|GO:0016020|GO:0044432;protein peptidyl-prolyl isomerization|peptidyl-prolyl cis-trans isomerase activity|protein folding|membrane|endoplasmic reticulum part;Biological Process|Molecular Function|Biological Process|Cellular Component|Cellular Component;IPR006460|IPR006460|noIPR;Protein MIZU-KUSSEI 1-like, plant|Protein MIZU-KUSSEI 1-like, plant|Protein MIZU-KUSSEI 1-like, plant
MA_36042g0010;short-chain dehydrogenase reductase 2a;GO:0004316|GO:0005835|GO:0006633|GO:0042967|GO:0055114;3-oxoacyl-[acyl-carrier-protein] reductase (NADPH) activity|fatty acid synthase complex|fatty acid biosynthetic process|acyl-carrier-protein biosynthetic process|oxidation-reduction process;Molecular Function|Cellular Component|Biological Process|Biological Process|Biological Process;noIPR|IPR002347|IPR002347|noIPR|noIPR|noIPR|noIPR|noIPR|IPR036291;null|Short-chain dehydrogenase/reductase SDR|Short-chain dehydrogenase/reductase SDR|Short-chain dehydrogenase/reductase SDR|Short-chain dehydrogenase/reductase SDR|Short-chain dehydrogenase/reductase SDR|Short-chain dehydrogenase/reductase SDR|Short-chain dehydrogenase/reductase SDR|NAD(P)-binding domain superfamily
MA_36579g0010;---NA---;NA;NA;NA;NA;NA
MA_405307g0010;predicted protein;NA;NA;NA;IPR032675|noIPR;Leucine-rich repeat domain superfamily|Leucine-rich repeat domain superfamily
MA_40826g0010;transcription factor CPC;GO:0003677;DNA binding;Molecular Function;IPR001005|noIPR|IPR001005|noIPR|noIPR|noIPR|IPR001005|IPR009057;SANT/Myb domain|SANT/Myb domain|SANT/Myb domain|SANT/Myb domain|SANT/Myb domain|SANT/Myb domain|SANT/Myb domain|Homeobox-like domain superfamily
MA_4249g0010;---NA---;NA;NA;NA;noIPR|noIPR;null|null
